Geo_Type_Name,Start_Date,Data_Value
UHF34,12/01/2010,14.25
UHF34,06/01/2009,12.54
UHF34,01/01/2021,7.73
UHF34,12/01/2012,8.03
UHF34,01/01/2021,6.29
UHF34,01/01/2015,9.61
UHF34,12/01/2018,8.1
UHF34,01/01/2015,8
UHF34,01/01/2020,5.78
UHF34,12/01/2018,6.59
UHF34,06/01/2014,10.43
UHF34,01/01/2015,10.21
UHF34,12/01/2012,10.44
UHF34,12/01/2010,11.81
UHF34,06/01/2009,10.5
UHF34,12/01/2013,10.79
UHF34,12/01/2011,8.23
UHF34,12/01/2009,9.01
UHF34,12/01/2013,8.5
UHF42,01/01/2017,8.42
UHF42,01/01/2018,6.95
UHF42,06/01/2012,10.45
UHF42,06/01/2013,10.35
UHF42,12/31/2015,7.81
UHF42,01/01/2018,7.32
UHF42,06/01/2021,8.83
UHF42,01/01/2018,6.78
UHF42,06/01/2012,11.18
UHF34,12/01/2008,32.79
UHF42,12/01/2019,11.04
UHF42,06/01/2019,10.79
UHF34,12/01/2010,14.07
UHF34,12/01/2014,10.85
UHF34,01/01/2017,8.35
UHF34,06/01/2009,11.13
UHF34,12/01/2012,9.13
UHF34,01/01/2021,7.14
UHF34,12/01/2010,14.08
UHF34,01/01/2021,6.57
UHF34,06/01/2009,11.03
UHF34,12/01/2012,8.51
UHF34,06/01/2009,10.56
UHF34,12/01/2010,12.29
UHF34,12/01/2014,10.23
UHF34,01/01/2021,6.78
UHF42,06/01/2015,31.66
UHF42,06/01/2015,32.59
UHF42,01/01/2020,14.75
UHF42,06/01/2014,13.61
UHF42,12/01/2010,21.54
UHF42,01/01/2015,18.68
UHF34,06/01/2011,32.97
UHF34,06/01/2010,33.32
UHF34,06/01/2010,33.96
UHF34,06/01/2016,33.48
UHF34,06/01/2016,31.35
UHF34,06/01/2020,30.85
UHF34,06/01/2018,31.24
UHF34,12/01/2009,26.35
UHF34,06/01/2020,10.49
UHF34,06/01/2009,27.88
UHF34,06/01/2017,30.06
UHF34,06/01/2018,30.96
UHF42,06/01/2016,15.6
UHF42,06/01/2017,29.44
CD,06/01/2009,28
CD,12/01/2020,6.67
CD,12/01/2015,7.8
CD,06/01/2016,7.83
CD,12/01/2015,8.61
CD,06/01/2016,8.12
CD,12/01/2020,6.67
CD,06/01/2011,10.99
CD,06/01/2010,11.25
CD,12/01/2015,7.35
CD,06/01/2016,7.37
UHF42,12/01/2010,13.05
UHF42,12/01/2012,9.13
UHF42,06/01/2009,11.13
UHF42,12/01/2014,9.87
UHF42,01/01/2017,7.93
UHF42,12/01/2011,9.46
UHF42,01/01/2015,9.17
UHF42,12/01/2010,9.36
UHF42,12/01/2008,9.63
UHF42,06/01/2014,7.89
UHF42,01/01/2015,7.82
UHF42,06/01/2021,8.99
UHF42,06/01/2011,11.92
UHF42,12/01/2015,8.6
UHF42,06/01/2011,10.96
UHF42,06/01/2010,11.35
UHF42,12/01/2015,7.43
UHF42,06/01/2016,7.79
CD,06/01/2017,29.23
CD,06/01/2009,28.5
UHF42,01/02/2012,38.06
UHF42,01/01/2015,36.2
CD,06/01/2011,32.63
CD,06/01/2010,33.25
CD,12/01/2015,23.59
CD,06/01/2016,13.7
CD,12/01/2020,22.57
CD,06/01/2016,14.24
CD,01/01/2016,20.6
UHF42,01/01/2016,36.2
UHF42,01/01/2005,34.3
CD,01/01/2016,25.7
CD,01/01/2005,23.9
CD,01/01/2021,16.73
UHF42,06/01/2021,27.11
UHF42,06/01/2012,16.63
UHF42,06/01/2013,16.42
UHF42,12/01/2011,19.78
UHF42,12/01/2011,25.76
UHF42,12/01/2011,34.33
CD,12/01/2010,31.37
CD,12/01/2012,21.36
CD,06/01/2009,21.58
CD,12/01/2016,25.1
CD,06/01/2018,13.13
CD,06/01/2020,11.32
CD,12/01/2016,25.7
CD,06/01/2017,14.29
UHF42,01/01/2015,20.4
UHF42,01/02/2012,28.52
UHF42,01/02/2012,116.42
UHF42,01/01/2015,95.1
CD,06/01/2017,30.32
CD,06/01/2018,31.09
CD,06/01/2009,27.58
CD,06/01/2018,31.33
CD,12/01/2011,25.73
CD,12/01/2009,29.02
CD,06/01/2018,13.63
CD,12/01/2016,25.48
UHF42,06/01/2011,33.17
UHF42,06/01/2010,34.3
UHF42,06/01/2016,34.18
UHF34,12/01/2014,20.67
UHF34,01/01/2017,12.66
UHF42,12/01/2014,21.27
UHF42,01/01/2017,14.63
UHF34,06/01/2020,31.49
UHF34,06/01/2018,35.18
UHF34,12/01/2015,21.29
UHF42,06/01/2021,29.19
UHF42,06/01/2012,33.14
UHF42,06/01/2013,30.61
UHF34,06/01/2010,38.98
UHF42,01/01/2015,17.6
UHF42,01/02/2012,16.19
UHF42,01/02/2012,7.46
UHF42,01/01/2009,17.3
UHF42,01/01/2009,9.6
UHF42,06/01/2021,9.63
UHF42,06/01/2012,12.22
UHF42,06/01/2013,11.28
UHF42,12/31/2015,14.93
UHF42,01/01/2018,14.26
UHF34,06/01/2020,30.2
UHF34,06/01/2009,25.43
UHF34,01/01/2019,19.98
UHF34,12/01/2014,10.29
UHF34,12/01/2010,10.6
UHF34,12/01/2008,10.99
UHF34,01/01/2015,9.17
UHF34,06/01/2014,8.65
UHF34,01/01/2020,5.89
UHF34,06/01/2014,8.71
UHF34,12/01/2018,7.19
UHF34,12/01/2008,11.55
UHF34,12/01/2008,10.44
UHF34,12/01/2010,9.95
UHF34,12/01/2014,9.09
UHF34,01/01/2017,7.32
UHF34,01/01/2021,6.54
UHF34,12/01/2010,13.06
UHF34,12/01/2014,9.87
UHF34,01/01/2017,7.93
UHF42,06/01/2009,12.9
UHF42,12/01/2014,11.01
Borough,12/31/2015,7.75
UHF42,01/01/2018,7.04
UHF42,12/31/2015,7.12
UHF34,12/01/2009,9.73
UHF34,12/01/2011,8.97
UHF34,12/01/2013,8.85
UHF34,06/01/2017,8.85
UHF34,06/01/2018,8.33
UHF34,12/01/2016,7.93
UHF34,06/01/2020,6.91
UHF34,12/01/2009,9.84
CD,06/01/2015,9.68
CD,06/01/2019,8.39
CD,12/01/2019,7.71
CD,01/01/2015,8.91
CD,06/01/2014,8.87
CD,06/01/2015,9.6
CD,06/01/2019,8.16
CD,12/01/2019,7.53
CD,12/01/2015,24.18
UHF42,06/01/2012,21.81
UHF42,06/01/2013,21.54
UHF42,06/01/2013,30.68
CD,06/01/2011,33.87
CD,12/01/2012,10.33
CD,12/01/2011,9.14
CD,12/01/2011,8.88
CD,12/01/2011,9.07
UHF42,01/02/2012,16.52
UHF42,01/01/2015,14.9
UHF42,01/02/2012,10.24
UHF42,01/01/2015,7.8
CD,12/01/2008,13.67
CD,12/01/2013,11.91
CD,12/01/2013,11.62
CD,12/01/2013,11.98
UHF42,01/01/2015,11.7
CD,06/01/2010,34.31
CD,06/01/2016,34.57
CD,12/01/2017,8.51
CD,01/01/2019,7
UHF34,12/01/2017,27.7
UHF34,12/01/2017,20.95
UHF34,12/01/2013,33.32
UHF34,01/01/2019,22.39
UHF34,12/01/2017,28.73
UHF34,06/01/2019,13
UHF34,12/01/2009,25.31
UHF34,12/01/2012,27.35
UHF34,06/01/2015,16.54
UHF34,06/01/2019,16.66
UHF34,06/01/2015,11.37
UHF34,12/01/2019,21
UHF34,06/01/2013,29.99
UHF34,06/01/2021,28.93
UHF34,06/01/2013,25.27
UHF34,06/01/2012,32.42
UHF34,06/01/2012,32.28
UHF34,06/01/2013,29.7
UHF34,06/01/2012,27.79
UHF34,06/01/2021,28.19
UHF42,12/31/2015,7.3
UHF34,12/01/2020,6.68
UHF34,06/01/2011,12.16
UHF34,06/01/2016,7.94
UHF34,06/01/2016,9.47
UHF34,12/01/2015,9.89
UHF34,06/01/2011,11.09
UHF34,06/01/2011,12.78
UHF34,06/01/2010,13.31
UHF34,12/01/2015,7.67
UHF34,12/01/2020,6.54
UHF34,12/01/2020,7.84
UHF34,06/01/2010,11.48
CD,12/01/2009,9.48
UHF42,06/01/2010,12.34
UHF42,06/01/2016,8.71
UHF42,12/01/2020,6.51
UHF42,06/01/2019,8.61
UHF42,12/01/2019,8.24
UHF34,12/01/2013,7.69
UHF34,12/01/2016,7.3
UHF34,06/01/2018,7.76
UHF34,06/01/2020,6.27
UHF34,06/01/2017,7.74
UHF34,06/01/2009,9.6
UHF34,01/01/2017,6.32
UHF42,06/01/2015,31.84
UHF42,06/01/2019,29.1
UHF42,06/01/2015,16.3
UHF42,12/01/2009,17.38
UHF42,12/01/2018,17.83
UHF42,12/01/2010,18.29
UHF34,06/01/2010,36.52
UHF34,06/01/2009,28.41
UHF34,06/01/2020,30.89
UHF34,06/01/2018,6.73
UHF34,06/01/2020,5.96
UHF34,12/01/2016,21.06
UHF34,12/01/2012,7.61
UHF34,12/01/2014,7.4
UHF34,12/01/2010,8.44
UHF34,01/01/2020,5.33
UHF34,12/01/2010,10.28
UHF34,01/01/2021,5.92
UHF42,06/01/2013,9.34
UHF34,12/01/2008,24.81
UHF34,12/01/2017,19.73
UHF34,01/01/2019,10.04
UHF42,06/01/2020,27.74
UHF42,06/01/2009,27.88
UHF42,06/01/2009,22.97
UHF34,01/01/2015,12.76
UHF34,01/01/2020,11.01
UHF34,12/01/2018,15.1
CD,06/01/2019,8.2
CD,06/01/2015,9.48
CD,12/01/2009,9.8
CD,12/01/2019,7.89
CD,12/01/2009,9.28
CD,12/01/2012,9.7
CD,01/01/2018,9.14
CD,06/01/2021,9.08
CD,06/01/2021,8.64
UHF34,06/01/2014,8.32
UHF34,06/01/2015,33.18
UHF34,06/01/2019,29.64
CD,12/01/2010,12.91
CD,06/01/2009,10.96
CD,12/01/2012,8.77
CD,01/01/2017,7.54
CD,06/01/2021,8.15
CD,06/01/2013,9.99
CD,06/01/2012,9.93
CD,12/31/2015,7.01
CD,01/01/2018,6.59
CD,06/01/2021,7.91
CD,06/01/2012,10.33
CD,06/01/2013,10.35
CD,12/31/2015,7.5
UHF34,12/01/2013,9.47
UHF34,06/01/2017,9.58
UHF42,12/31/2015,10.76
UHF42,06/01/2013,12.02
UHF42,12/31/2015,9.52
UHF42,06/01/2021,10.23
UHF42,06/01/2012,9.86
UHF34,12/01/2013,22.42
UHF34,12/01/2017,21.31
UHF34,01/01/2019,13.5
UHF34,12/01/2013,24.6
UHF34,01/01/2019,14.67
UHF34,01/01/2019,19.7
UHF34,12/01/2017,27.52
UHF34,06/01/2015,17.04
UHF34,12/01/2019,29.27
UHF34,12/01/2019,28.64
UHF34,12/01/2019,21.27
UHF34,06/01/2015,16.3
UHF34,06/01/2021,29.19
UHF34,06/01/2012,33.3
UHF34,06/01/2021,27.89
UHF34,06/01/2012,33.72
UHF42,01/01/2018,6.56
UHF42,06/01/2021,7.92
UHF42,06/01/2012,9.98
UHF42,06/01/2013,10.07
UHF42,12/31/2015,6.99
UHF42,01/01/2018,6.69
UHF34,12/01/2015,10.19
UHF34,06/01/2016,9.15
UHF34,12/01/2015,8.6
UHF34,06/01/2016,8.71
UHF34,12/01/2015,8.41
UHF34,06/01/2011,31.43
UHF34,06/01/2010,32.27
UHF34,06/01/2016,34.26
UHF34,06/01/2010,33.97
UHF34,06/01/2012,19
UHF34,06/01/2013,18.74
UHF34,01/01/2018,19.42
UHF34,06/01/2012,16.61
UHF34,06/01/2013,16.61
UHF42,06/01/2013,31.79
UHF42,06/01/2012,34.81
UHF42,06/01/2013,33.88
UHF42,06/01/2012,37.08
UHF42,06/01/2021,31.98
UHF34,06/01/2013,15.98
UHF34,06/01/2012,17.13
UHF34,12/31/2015,17.93
UHF34,01/01/2018,17.25
UHF34,06/01/2013,14.69
UHF34,06/01/2013,29.25
UHF34,06/01/2021,18.35
UHF34,06/01/2013,29.16
UHF34,06/01/2013,20.7
UHF34,06/01/2012,23.58
UHF34,06/01/2010,26.37
UHF42,06/01/2012,33.35
UHF42,06/01/2013,30.61
UHF42,06/01/2021,30.45
UHF42,06/01/2012,34.28
UHF42,06/01/2013,36.84
UHF42,06/01/2012,40.3
Borough,06/01/2013,24.71
Borough,06/01/2021,16.37
UHF42,06/01/2013,24.15
UHF42,06/01/2012,8.25
CD,12/01/2009,10.42
CD,06/01/2009,10.97
CD,06/01/2014,8.99
UHF42,06/01/2013,10.76
UHF42,01/01/2018,7.53
UHF42,01/01/2015,3.1
UHF42,01/01/2015,10.7
UHF42,01/01/2015,36.4
UHF42,12/01/2011,9.99
UHF42,12/01/2011,12.42
UHF42,12/31/2015,10.32
UHF42,01/01/2018,9.97
UHF42,12/31/2015,8.86
UHF42,01/01/2015,0.4
UHF42,01/01/2015,14.3
UHF42,01/01/2015,4.9
UHF42,01/01/2015,0.3
UHF42,06/01/2009,11.36
UHF42,12/01/2012,9.7
UHF42,12/01/2014,10.23
UHF42,01/01/2017,7.93
UHF42,12/01/2010,15.72
UHF42,12/01/2014,12.11
UHF42,01/01/2017,9.91
UHF42,01/01/2013,4.3
CD,06/01/2009,26.75
UHF42,01/01/2021,23.32
UHF42,06/01/2010,29.75
UHF42,12/01/2015,30.85
UHF42,06/01/2016,24.97
CD,12/01/2010,29.77
UHF34,01/01/2015,9.63
UHF34,12/01/2018,7.91
UHF34,01/01/2020,6.27
UHF34,12/01/2014,8.63
UHF34,01/01/2017,7.08
UHF34,01/01/2021,6.43
UHF34,12/01/2014,10.57
UHF34,12/01/2009,9.68
UHF34,12/01/2011,8.8
UHF34,12/01/2013,8.46
UHF34,12/01/2016,7.93
UHF34,06/01/2017,8.62
UHF34,06/01/2020,6.73
UHF34,12/01/2008,29.68
UHF34,12/01/2008,28.35
UHF34,12/01/2017,23.83
UHF34,12/01/2008,31.39
UHF34,01/01/2019,20.24
UHF34,01/01/2019,18.42
UHF34,12/01/2017,26.55
UHF34,12/01/2009,19.1
UHF34,12/01/2012,22.95
UHF34,06/01/2012,33.78
UHF34,06/01/2013,30.69
UHF34,06/01/2012,34.02
UHF34,06/01/2021,29.24
UHF34,06/01/2012,33.35
UHF34,06/01/2012,36.6
UHF34,12/01/2015,8.15
UHF34,06/01/2010,11.44
UHF34,06/01/2016,7.77
UHF34,12/01/2015,7.6
UHF34,12/01/2020,6.69
UHF34,06/01/2010,12.64
UHF34,06/01/2011,12.15
UHF34,06/01/2016,8.89
UHF42,06/01/2021,8.3
UHF42,06/01/2012,10.13
UHF42,06/01/2013,9.57
UHF42,06/01/2013,11.07
UHF42,12/31/2015,8.65
UHF42,01/01/2018,8.16
UHF42,06/01/2021,9.13
UHF42,06/01/2019,7.79
UHF42,12/01/2012,11.41
UHF42,12/01/2009,10.05
UHF34,12/31/2015,25.01
UHF34,01/01/2018,23.63
UHF34,06/01/2021,16.38
UHF34,06/01/2012,13.35
UHF34,06/01/2013,12.59
UHF34,06/01/2012,26.55
UHF34,12/31/2015,15.81
UHF34,06/01/2013,25.31
UHF42,12/01/2019,7.44
UHF42,12/01/2012,10.06
UHF42,12/01/2009,9.02
UHF42,01/01/2020,5.93
UHF42,12/01/2008,10.22
UHF42,06/01/2014,8.32
UHF42,01/01/2015,8.34
UHF42,12/01/2008,11.4
UHF34,12/01/2019,7.56
UHF34,06/01/2019,7.79
UHF34,06/01/2015,8.81
UHF34,06/01/2019,7.56
UHF34,12/01/2019,7.31
UHF34,12/31/2015,7.11
UHF34,06/01/2012,11.02
CD,01/01/2018,6.95
CD,06/01/2021,27.28
CD,06/01/2012,32.45
CD,06/01/2013,29.99
CD,06/01/2021,30.23
CD,06/01/2021,14.39
CD,06/01/2021,12.32
CD,06/01/2012,10.4
CD,06/01/2013,10.31
CD,12/31/2015,7.98
CD,01/01/2018,7.3
CD,12/01/2018,7.13
CD,06/01/2014,8.03
CD,12/01/2008,10
CD,01/01/2015,8.18
CD,12/01/2010,9.71
CD,01/01/2020,5.99
CD,12/01/2018,6.89
CD,12/01/2008,10.6
CD,12/01/2010,10.1
CD,06/01/2014,8.48
CD,01/01/2015,8.48
CD,12/01/2018,7.16
CD,06/01/2015,9.06
CD,06/01/2019,7.39
CD,12/01/2019,7.69
CD,12/01/2012,10.25
CD,06/01/2015,9.39
CD,06/01/2012,18.52
UHF34,12/01/2020,6.37
UHF34,06/01/2011,11.35
UHF34,12/01/2020,6.74
UHF42,06/01/2021,7.98
UHF42,12/31/2015,7.02
UHF42,06/01/2013,9.88
UHF34,12/31/2015,9.46
UHF34,06/01/2021,9.08
UHF34,06/01/2012,10.77
UHF34,06/01/2021,8.99
UHF42,06/01/2012,12.1
UHF42,06/01/2019,7.54
UHF42,12/01/2019,7.4
UHF42,12/01/2012,9.79
UHF42,06/01/2015,9.08
UHF42,12/01/2019,7.45
UHF42,06/01/2019,7.48
UHF42,12/01/2012,9.74
UHF42,12/01/2009,9.19
UHF42,12/01/2009,9.25
UHF34,06/01/2013,30.77
UHF34,06/01/2021,30.47
UHF34,06/01/2021,28.49
UHF42,06/01/2015,8.94
UHF42,12/01/2008,9.96
UHF34,06/01/2010,11.73
UHF34,12/01/2015,8.12
UHF34,06/01/2016,8.05
UHF34,12/01/2020,6.72
UHF34,06/01/2010,12.34
UHF34,06/01/2011,11.92
UHF34,12/01/2020,7.35
UHF34,12/01/2017,10.07
UHF34,12/01/2008,13.5
UHF34,01/01/2019,6.71
UHF42,06/01/2013,8.04
UHF42,06/01/2021,9.95
UHF42,01/01/2009,10
UHF42,01/02/2012,6.92
UHF42,01/02/2012,10.21
UHF42,01/01/2015,16.9
UHF42,01/01/2005,22.3
UHF42,01/01/2005,30.6
UHF42,01/01/2009,5.8
UHF42,12/31/2015,11.72
UHF34,12/01/2013,12.08
UHF34,12/01/2009,12.59
UHF34,06/01/2018,10.8
UHF34,06/01/2020,8.61
UHF34,12/01/2009,13.02
UHF34,12/01/2013,12.13
UHF34,12/01/2011,12.15
UHF34,06/01/2018,10.79
UHF34,06/01/2020,7.89
UHF34,06/01/2017,11.11
UHF34,12/01/2016,9.74
CD,06/01/2015,10.6
UHF42,06/01/2010,10.98
UHF42,12/01/2012,12.26
UHF42,06/01/2019,8.27
UHF42,12/01/2009,12.19
Borough,12/01/2019,9.13
UHF42,12/01/2009,10.87
UHF42,06/01/2019,10.09
UHF42,12/01/2019,10.31
UHF42,12/01/2009,8.89
UHF34,01/01/2018,8.11
UHF34,12/31/2015,6.97
UHF34,06/01/2021,8.2
UHF34,06/01/2012,11.76
UHF34,06/01/2013,11.69
UHF34,12/31/2015,9.18
UHF34,06/01/2021,9.74
UHF34,01/01/2018,6.51
UHF34,01/01/2018,8.39
UHF34,06/01/2013,9.42
UHF34,06/01/2012,9.9
UHF34,12/01/2010,11.71
UHF34,12/01/2008,12.39
UHF34,01/01/2020,7.65
UHF34,12/01/2018,9.83
UHF34,06/01/2014,23.06
UHF34,12/01/2018,26.48
UHF34,01/01/2020,20.27
UHF42,12/01/2018,20.12
UHF42,06/01/2018,28.95
UHF42,06/01/2017,27.53
UHF42,06/01/2009,27.57
UHF42,06/01/2018,28.48
UHF42,06/01/2020,26.96
UHF34,12/01/2010,9.78
UHF34,12/01/2008,9.84
UHF34,12/01/2010,9.49
UHF34,06/01/2014,8.04
UHF34,12/01/2009,11.28
UHF34,12/01/2012,12.13
CD,01/01/2017,17.79
CD,12/01/2014,24.13
CD,06/01/2013,18.07
CD,12/31/2015,19.31
CD,01/01/2018,18.33
CD,06/01/2019,31.03
CD,12/01/2010,24.11
CD,12/01/2008,24.98
CD,06/01/2014,15.65
CD,01/01/2015,20.01
CD,12/01/2018,21.88
CD,01/01/2020,15.71
CD,06/01/2015,31.08
CD,06/01/2019,15.08
CD,06/01/2012,30.97
CD,06/01/2021,29.91
CD,06/01/2012,33.05
CD,06/01/2013,30.38
CD,06/01/2021,30.29
CD,06/01/2013,28.35
CD,06/01/2013,29.02
CD,06/01/2012,31.48
CD,01/01/2018,17.15
CD,12/01/2011,19.36
CD,12/01/2011,21.83
CD,06/01/2009,27.12
CD,06/01/2017,27.7
CD,06/01/2020,29.99
UHF42,01/01/2009,6.5
UHF42,01/01/2009,14.4
UHF42,01/01/2009,3.4
UHF42,01/01/2009,17.4
UHF34,12/01/2009,19.01
UHF34,12/01/2009,14.07
UHF34,06/01/2015,6.99
UHF34,06/01/2012,40.3
UHF42,06/01/2012,9.78
UHF42,12/31/2015,6.8
UHF42,06/01/2021,8.15
UHF34,12/01/2015,5.92
UHF34,06/01/2016,6.87
UHF34,06/01/2010,10.74
UHF42,01/01/2018,6.36
UHF42,06/01/2013,10.71
UHF42,06/01/2012,10.77
UHF42,12/31/2015,8.14
UHF42,01/01/2018,7.57
UHF42,06/01/2015,9.98
UHF42,12/01/2012,9.55
UHF42,06/01/2015,8.68
UHF42,12/01/2009,8.64
UHF42,06/01/2019,7.43
UHF42,12/01/2019,7.24
UHF34,06/01/2013,36.84
UHF34,06/01/2021,34.81
UHF34,12/31/2015,11.72
UHF34,01/01/2018,10.52
UHF42,12/01/2018,6.44
UHF42,01/01/2020,5.7
UHF42,12/01/2008,10.99
UHF42,12/01/2010,10.6
UHF42,06/01/2014,9.05
UHF42,12/01/2018,8.01
UHF42,01/01/2020,6.56
UHF34,12/01/2020,6.33
UHF34,12/01/2009,7.99
UHF34,06/01/2013,9.45
UHF34,06/01/2012,9.41
UHF34,12/01/2015,8.76
UHF34,12/01/2020,6.84
UHF34,06/01/2010,11.39
UHF34,06/01/2011,11.15
UHF34,12/01/2015,7.42
UHF34,06/01/2016,7.57
UHF34,06/01/2021,8.34
UHF34,06/01/2012,9.95
UHF34,06/01/2013,31.12
UHF34,06/01/2012,18.99
UHF34,12/31/2015,20.38
UHF34,06/01/2012,16.21
UHF34,06/01/2013,16.57
UHF34,12/31/2015,17.56
UHF34,06/01/2013,9.85
UHF34,12/31/2015,7.12
UHF34,01/01/2018,6.69
UHF34,06/01/2021,7.98
UHF34,06/01/2012,11.02
UHF34,06/01/2012,11.18
UHF34,06/01/2013,10.93
UHF34,01/01/2018,7.7
UHF34,06/01/2021,8.79
UHF34,06/01/2012,9.98
UHF34,06/01/2013,10.07
UHF34,12/31/2015,6.99
UHF34,12/31/2015,8.21
UHF34,12/01/2008,27.72
UHF34,12/01/2010,25.46
Borough,06/01/2020,10
UHF34,12/01/2010,9.57
UHF34,12/01/2008,9.95
UHF34,06/01/2014,8.1
UHF34,01/01/2015,8.2
UHF34,12/01/2018,6.93
UHF34,01/01/2020,5.97
UHF34,12/01/2009,10.05
UHF42,06/01/2015,8.29
UHF34,06/01/2017,10.93
UHF34,12/01/2016,9.76
UHF34,06/01/2009,10.92
UHF34,01/01/2017,7.53
UHF34,06/01/2009,10.79
UHF34,12/01/2014,9.12
UHF34,01/01/2021,6.55
UHF34,12/01/2012,9.06
UHF34,12/01/2010,13.92
UHF34,06/01/2009,10.6
UHF34,12/01/2010,13.3
UHF34,06/01/2009,11.5
UHF34,12/01/2012,10.35
UHF34,12/01/2010,14.37
UHF34,12/01/2014,10.57
UHF34,01/01/2021,7.55
UHF34,06/01/2009,13.83
UHF42,06/01/2013,14.59
UHF42,06/01/2012,14.32
UHF42,06/01/2015,35.01
UHF42,06/01/2019,33.33
Borough,12/01/2012,31.61
UHF42,06/01/2014,22.11
UHF42,06/01/2014,12.08
UHF42,12/01/2008,14.68
UHF42,12/01/2010,14.27
UHF42,06/01/2014,7.44
UHF34,06/01/2011,24.87
UHF34,06/01/2016,29.19
UHF34,06/01/2011,25.21
UHF34,06/01/2016,28.92
UHF34,06/01/2011,32.08
UHF34,06/01/2010,26.19
CD,06/01/2009,18.95
CD,12/01/2012,19.75
CD,01/01/2021,15.86
CD,06/01/2010,18.4
CD,06/01/2011,18.46
UHF42,06/01/2016,13.7
UHF42,06/01/2009,28.08
UHF42,12/01/2012,25.36
CD,01/01/2015,19.37
CD,12/01/2010,23.31
CD,01/01/2005,33.5
CD,01/01/2005,52
CD,01/01/2005,22.3
UHF42,01/01/2005,36.9
CD,01/01/2005,22.7
CD,12/01/2008,24.06
UHF42,12/01/2010,39.66
UHF42,12/01/2012,33.35
UHF42,12/01/2019,33.6
CD,01/01/2020,16.79
CD,06/01/2011,19.48
CD,06/01/2010,19.57
UHF42,06/01/2015,13.97
UHF42,06/01/2019,12.64
UHF42,12/01/2019,22.53
UHF42,06/01/2009,25.43
UHF42,12/01/2013,19.26
CD,12/01/2010,24.23
CD,12/01/2008,25.63
CD,06/01/2014,31.54
CD,06/01/2014,31.19
CD,06/01/2014,32.3
CD,01/01/2021,14.64
UHF34,12/01/2010,19.28
UHF34,12/01/2008,19.44
UHF34,01/01/2015,25.4
UHF34,06/01/2015,10.68
UHF34,12/01/2019,10.18
UHF34,06/01/2019,9.91
UHF34,12/01/2012,9.73
UHF34,12/01/2009,8.77
CD,12/01/2012,10.06
CD,12/01/2009,9.41
CD,06/01/2015,9.19
CD,12/01/2019,7.54
CD,12/01/2012,10.29
CD,06/01/2019,7.73
CD,12/01/2012,10.59
CD,12/01/2009,9.6
CD,12/01/2019,6.53
CD,12/01/2009,9.22
CD,12/31/2015,7.39
CD,01/01/2018,6.79
CD,06/01/2013,10.25
CD,12/31/2015,7.51
CD,06/01/2013,10.06
CD,06/01/2021,7.78
CD,06/01/2013,10.07
CD,01/01/2017,7.29
CD,06/01/2009,10.77
CD,12/01/2012,8.41
CD,12/01/2014,8.74
UHF42,01/01/2009,16
UHF42,01/01/2005,6.4
UHF42,01/01/2005,4.2
UHF42,01/02/2012,15.9
UHF42,01/01/2015,12.9
UHF42,01/01/2015,12.8
CD,01/01/2021,15.83
CD,12/01/2012,18.69
CD,01/01/2017,17.66
CD,01/01/2021,14.66
CD,12/31/2015,17.63
CD,06/01/2012,19.35
UHF42,01/02/2012,29.26
UHF42,01/02/2012,26.74
UHF42,01/01/2015,18.8
UHF42,01/01/2009,38
UHF42,01/01/2009,51.1
UHF42,01/01/2015,32.2
UHF42,01/01/2015,29.4
UHF42,01/02/2012,43.55
UHF42,01/01/2005,167.2
CD,06/01/2016,32.5
CD,06/01/2010,31.97
CD,12/01/2020,23.8
CD,12/01/2020,23.31
CD,06/01/2011,19.58
CD,06/01/2010,19.61
UHF34,12/01/2013,12.2
UHF34,12/01/2019,8.59
UHF34,06/01/2019,8.9
UHF34,12/01/2009,9.89
UHF34,12/01/2012,10.07
UHF34,12/01/2009,9.52
UHF34,06/01/2015,9.33
UHF34,06/01/2019,7.91
UHF34,01/01/2018,6.95
UHF34,06/01/2021,8.68
UHF34,06/01/2013,10.52
UHF34,06/01/2012,10.2
UHF34,06/01/2012,10.85
UHF34,01/01/2018,7.53
UHF34,12/31/2015,7.81
UHF34,06/01/2013,10.17
UHF34,12/31/2015,7.56
UHF34,01/01/2018,6.99
UHF34,06/01/2021,8.34
UHF34,06/01/2013,10.71
UHF34,12/31/2015,8.14
UHF34,01/01/2018,7.57
UHF34,12/01/2010,11.12
UHF34,01/01/2020,6.29
UHF34,12/01/2018,7.76
UHF34,12/01/2010,23.26
UHF34,01/01/2020,15.74
UHF42,12/01/2013,34.74
UHF42,06/01/2018,26.13
UHF42,12/01/2016,34.66
UHF42,12/01/2009,33.62
UHF42,06/01/2020,16.22
UHF34,06/01/2015,10.46
UHF34,06/01/2019,9.28
UHF34,12/01/2012,11.98
UHF34,12/01/2009,10.78
UHF34,06/01/2015,10.32
UHF34,12/01/2019,7.28
UHF34,06/01/2019,8.45
UHF34,06/01/2014,17.35
UHF34,01/01/2015,21.57
UHF34,12/01/2009,9.25
UHF34,12/01/2012,9.79
UHF34,06/01/2015,9.08
UHF34,06/01/2019,7.48
UHF34,12/01/2019,7.45
CD,06/01/2015,8.69
CD,12/01/2009,8.66
CD,12/01/2012,9.29
CD,01/01/2018,6.53
CD,06/01/2021,7.99
CD,06/01/2012,9.9
CD,06/01/2012,9.63
CD,06/01/2013,9.77
CD,12/01/2010,11.46
CD,12/01/2012,8.04
CD,06/01/2009,10.36
UHF34,12/01/2008,22.29
