Geo_Type_Name,Start_Date,Data_Value
CD,12/01/2009,27.54
CD,12/01/2011,26.34
CD,12/01/2013,22.12
CD,06/01/2018,16.15
CD,06/01/2020,15.02
CD,06/01/2015,16.44
CD,06/01/2019,18.09
CD,12/01/2019,28.09
CD,12/01/2012,26
UHF42,06/01/2009,33.59
UHF42,06/01/2009,27.59
CD,12/01/2009,23.5
CD,06/01/2015,15.93
CD,12/01/2019,29
CD,12/01/2009,27.14
CD,12/01/2012,28.67
UHF42,01/01/2005,0.6
Borough,01/01/2016,2.5
UHF42,01/01/2016,1.1
UHF42,01/01/2005,3.2
CD,01/01/2016,1.1
CD,06/01/2019,18.02
CD,12/01/2012,27.64
CD,12/01/2009,25.16
CD,06/01/2015,17
CD,06/01/2019,19.2
CD,12/01/2019,29.38
CD,01/01/2018,17.62
CD,06/01/2021,11.67
CD,06/01/2013,15.58
CD,06/01/2015,31.92
CD,06/01/2014,7.33
CD,01/01/2015,13.44
CD,01/01/2020,15.61
CD,12/01/2008,22.68
CD,06/01/2019,37.53
CD,06/01/2015,37.54
CD,06/01/2015,15.09
CD,06/01/2021,28.94
CD,06/01/2013,31.46
CD,06/01/2012,34.48
CD,06/01/2021,4.85
CD,12/01/2011,22.46
CD,12/01/2011,13
CD,12/01/2011,19.82
UHF42,01/01/2009,13.6
UHF42,01/01/2009,11.8
UHF42,01/01/2009,6.7
UHF42,01/01/2005,19.8
CD,01/01/2021,11.34
CD,12/01/2010,29.01
CD,06/01/2012,16.44
CD,06/01/2012,16.21
CD,06/01/2013,15.58
CD,12/31/2015,18.29
CD,01/01/2018,17.28
CD,06/01/2021,10.5
UHF42,01/02/2012,19.59
UHF42,01/01/2009,22.1
UHF42,01/01/2015,13.7
UHF42,01/02/2012,13.44
UHF42,01/01/2015,12.2
UHF42,01/01/2005,175.6
CD,06/01/2011,31.43
CD,06/01/2010,31.87
CD,06/01/2016,33.48
CD,12/01/2020,23.44
CD,12/01/2015,17.89
CD,12/01/2020,20.07
CD,06/01/2010,17.79
CD,06/01/2013,16.96
CD,06/01/2012,17.21
CD,12/31/2015,19.44
CD,01/01/2018,19.76
CD,06/01/2013,17.67
CD,06/01/2012,18.61
CD,12/01/2014,23.97
CD,01/01/2016,6.9
CD,01/01/2005,20.9
UHF42,01/01/2005,6.2
UHF42,01/01/2016,6.6
UHF42,01/01/2005,33.8
CD,01/01/2016,20.8
CD,01/01/2005,25.2
UHF42,06/01/2009,28.51
UHF42,06/01/2012,33.84
UHF42,06/01/2012,32.28
UHF42,06/01/2012,8.15
UHF42,12/31/2015,11.52
UHF42,01/01/2018,11.05
UHF42,06/01/2021,5.36
UHF42,06/01/2013,14.07
UHF42,06/01/2012,14.59
UHF42,06/01/2021,9.97
UHF42,12/01/2011,12.47
UHF42,12/01/2011,17.46
UHF42,12/01/2011,23.43
CD,06/01/2009,20.75
CD,12/01/2010,29.67
CD,12/01/2012,19.85
CD,12/01/2014,25.35
CD,01/01/2017,18.32
CD,01/01/2021,16.17
CD,12/01/2013,13.66
CD,06/01/2018,6.6
CD,12/01/2016,25.43
CD,06/01/2017,13.89
CD,06/01/2018,12.9
CD,06/01/2020,11.06
CD,12/01/2009,24.83
CD,06/01/2017,7.68
CD,12/01/2016,20.94
UHF42,01/02/2012,12.32
UHF42,01/01/2015,9.2
UHF42,01/02/2012,6.63
UHF42,01/01/2015,4.9
UHF42,01/02/2012,97.15
UHF42,01/02/2012,136.2
UHF42,01/01/2015,121.4
UHF42,12/01/2016,26.27
UHF42,06/01/2017,16.62
UHF42,06/01/2020,12.96
UHF42,06/01/2018,16.37
UHF42,12/01/2017,7.6
UHF34,06/01/2019,7.54
UHF34,01/01/2021,6.44
UHF34,06/01/2021,8.3
UHF34,01/01/2018,7.04
UHF42,12/01/2009,27.83
UHF42,12/01/2012,29.88
UHF42,12/01/2009,36.03
UHF42,12/01/2012,35.62
UHF42,06/01/2015,25.55
UHF42,06/01/2019,24.86
UHF42,12/01/2015,25.72
UHF42,12/01/2020,23.9
UHF42,12/01/2019,7.56
UHF42,06/01/2019,11.24
UHF34,12/01/2020,6.65
UHF34,06/01/2016,8.12
UHF34,06/01/2011,11.42
UHF34,06/01/2010,11.81
UHF42,12/01/2019,8.55
UHF42,06/01/2019,8.9
UHF42,12/01/2011,12.42
UHF34,12/01/2012,8.6
UHF34,12/01/2010,12.62
UHF34,06/01/2009,10.81
UHF42,01/01/2015,67.3
UHF42,01/02/2012,23.49
CD,12/01/2012,9.94
CD,06/01/2015,8.28
CD,06/01/2019,7.02
CD,12/01/2019,6.12
UHF42,06/01/2012,19.53
UHF42,12/31/2015,20.82
UHF42,01/01/2018,20.95
UHF42,12/31/2015,23.15
UHF42,01/01/2018,22.22
UHF42,06/01/2021,15.66
CD,12/01/2011,9.82
CD,12/01/2011,8.93
CD,12/01/2011,7.36
UHF42,01/01/2005,15.2
UHF42,01/01/2015,11
UHF42,01/02/2012,10.19
UHF42,01/02/2012,13.96
UHF42,01/01/2015,15.6
UHF42,01/02/2012,8.66
UHF42,01/01/2015,11.7
CD,12/01/2013,11.62
CD,12/01/2017,9.3
CD,12/01/2017,7
CD,01/01/2019,5.59
CD,12/01/2008,10.19
CD,12/01/2013,9.87
CD,12/01/2017,7.96
UHF34,12/01/2014,8.84
UHF42,06/01/2020,7.36
CD,12/01/2009,10
UHF42,06/01/2011,14.24
UHF42,06/01/2010,14.8
UHF42,01/01/2013,0.8
UHF42,06/01/2015,19.02
UHF42,06/01/2019,16.78
CD,12/01/2019,26.94
CD,12/01/2012,26.37
CD,12/01/2009,24.03
CD,06/01/2015,15
UHF42,06/01/2011,11.39
UHF42,06/01/2010,11.83
UHF42,06/01/2016,7.93
UHF42,12/01/2015,8.31
CD,12/01/2016,8.09
CD,12/01/2009,12.84
CD,12/01/2011,11.43
CD,12/01/2013,10.07
CD,12/01/2016,8.72
CD,06/01/2017,10.24
UHF42,01/01/2013,0.5
UHF42,01/01/2013,15.3
UHF42,01/01/2013,7.7
UHF42,01/01/2013,204.8
CD,06/01/2018,9.04
CD,06/01/2020,7.3
UHF42,06/01/2009,25.43
CD,12/01/2012,28.41
UHF42,01/01/2005,2.1
UHF42,01/01/2005,2.7
CD,12/01/2013,23.97
CD,06/01/2017,18.96
CD,06/01/2020,14.74
CD,12/01/2009,25.79
CD,12/01/2011,25.45
CD,12/01/2011,30.63
CD,12/01/2009,33.1
CD,12/01/2013,27.75
CD,12/01/2016,30.3
CD,06/01/2017,22.04
CD,06/01/2018,19.98
CD,06/01/2020,13.98
CD,06/01/2015,14.15
CD,12/01/2019,24.36
UHF42,12/01/2009,28.07
UHF42,12/01/2011,26.94
UHF42,12/01/2013,22.43
UHF42,12/01/2016,26.74
UHF42,06/01/2018,17.47
UHF42,06/01/2020,14.72
CD,06/01/2019,14.04
UHF42,01/01/2005,1.9
UHF42,01/01/2005,1.6
UHF42,01/01/2016,2.3
UHF42,01/01/2016,29.7
CD,01/01/2016,1.6
CD,01/01/2005,1.8
CD,12/01/2012,25.9
CD,12/01/2009,23.77
CD,12/01/2012,21.97
CD,06/01/2015,14.56
CD,06/01/2019,12.27
UHF42,01/01/2018,19.73
UHF42,06/01/2021,13.2
UHF42,06/01/2013,18.97
UHF42,06/01/2012,18.91
UHF42,06/01/2013,18.89
UHF42,06/01/2012,19.39
CD,12/01/2020,20.22
CD,06/01/2010,25.56
CD,06/01/2011,24
CD,06/01/2016,18.21
CD,12/01/2015,25.82
CD,12/01/2020,21.93
CD,01/01/2005,48.6
CD,01/01/2005,64
UHF42,01/01/2005,42.6
UHF42,01/01/2016,26.3
UHF42,01/01/2005,17.3
UHF42,01/01/2016,6.4
UHF42,01/01/2016,23.5
UHF42,01/01/2005,28.2
UHF42,01/01/2005,0.3
UHF42,01/01/2016,0.5
UHF42,01/01/2016,1.6
UHF42,01/01/2005,1.2
UHF42,01/01/2005,7.3
UHF42,01/01/2011,2.4
UHF42,01/01/2005,4.1
UHF42,01/01/2005,2.9
CD,01/01/2011,1.9
CD,06/01/2011,20.26
CD,06/01/2010,22.35
CD,06/01/2011,28.77
CD,01/01/2016,4.4
CD,01/01/2005,3.8
CD,01/01/2016,1.8
CD,01/01/2005,2.3
CD,12/01/2009,25.87
UHF42,06/01/2009,26.04
UHF42,06/01/2013,25.15
UHF42,12/31/2015,24.81
UHF42,01/01/2018,23.42
CD,12/01/2020,20.68
UHF42,01/01/2005,32.6
UHF42,01/01/2016,25.6
UHF42,01/01/2005,0.8
UHF42,01/01/2016,0.7
UHF42,01/01/2005,2.1
UHF42,01/01/2005,1.8
UHF42,01/01/2016,1.7
UHF42,01/01/2014,0.98
UHF42,01/01/2005,2.5
UHF42,01/01/2005,3.2
UHF42,01/01/2005,1.9
UHF42,01/01/2005,2.7
UHF42,01/01/2005,2
UHF42,01/01/2005,2.7
CD,01/01/2011,2.9
CD,06/01/2010,34.62
CD,06/01/2011,34.67
CD,06/01/2016,24.88
CD,06/01/2009,37.14
CD,12/01/2010,40.07
CD,06/01/2010,22.42
CD,06/01/2011,21.06
CD,06/01/2016,16.51
UHF42,12/31/2015,18.87
UHF42,01/01/2005,49.3
UHF42,01/01/2016,34.1
UHF42,01/01/2016,24.2
UHF42,01/01/2016,18.4
UHF42,01/01/2016,1
UHF42,01/01/2016,0.3
UHF42,01/01/2005,0.2
UHF42,01/01/2005,4.7
UHF42,01/01/2005,2.4
UHF42,01/01/2005,2.5
UHF42,01/01/2005,3
UHF42,01/01/2005,5
UHF42,01/01/2005,1.8
UHF42,01/01/2005,2.8
UHF42,01/01/2005,6.3
UHF42,01/01/2005,2
CD,01/01/2011,1.7
UHF42,01/01/2015,124.9
UHF42,01/01/2005,28.4
UHF42,01/01/2005,35
UHF42,01/01/2005,46.3
UHF42,01/01/2009,9
UHF42,01/01/2009,5
UHF42,01/01/2009,2.6
CD,01/01/2011,2.2
UHF42,01/01/2016,3.3
UHF42,01/01/2005,1.9
CD,01/01/2016,0.9
CD,01/01/2016,2.8
CD,12/01/2012,24.93
UHF42,06/01/2009,18.19
UHF42,01/01/2016,36.3
UHF42,01/01/2005,14.6
UHF42,01/01/2005,38.8
UHF42,01/01/2005,3.7
UHF42,01/01/2005,2.8
UHF42,01/01/2005,1.7
UHF42,01/01/2005,4.2
CD,12/01/2015,24.77
CD,12/01/2020,21.34
UHF42,06/01/2013,30.67
UHF42,06/01/2012,26
CD,12/01/2010,31.9
CD,12/01/2012,23.95
CD,12/01/2014,26.18
CD,01/01/2021,18.12
UHF42,01/01/2005,209.9
CD,01/01/2011,2
CD,01/01/2011,2
CD,01/01/2011,2.1
UHF42,01/01/2009,42.2
UHF42,01/01/2009,20.7
UHF42,01/01/2009,130.4
UHF42,01/02/2012,3.3
UHF34,06/01/2014,9.59
UHF34,12/01/2008,11.4
UHF34,01/01/2015,9.78
UHF34,01/01/2020,6.83
UHF34,12/01/2010,10.07
UHF34,06/01/2014,8.6
UHF34,01/01/2015,8.44
UHF34,06/01/2010,11.73
UHF34,06/01/2011,11.34
UHF34,06/01/2016,8.08
UHF34,12/01/2020,6.65
UHF34,12/01/2010,12.54
UHF34,06/01/2009,10.77
UHF34,12/01/2014,8.7
UHF34,01/01/2017,7.27
UHF34,01/01/2021,6.43
CD,06/01/2019,9.6
CD,12/01/2019,20.92
CD,12/01/2012,22.96
CD,12/01/2009,19.44
CD,06/01/2015,11.38
Borough,01/01/2013,0.3
Borough,01/01/2013,16.1
CD,06/01/2019,9.96
CD,12/01/2012,21.3
CD,12/01/2009,17.65
CD,01/01/2005,0.4
CD,01/01/2016,0.2
Borough,01/01/2005,2.7
Borough,01/01/2009,4.2
CD,01/01/2011,1.8
CD,01/01/2011,2.1
CD,01/01/2011,1.11
Borough,01/01/2009,27
CD,12/01/2011,10.97
CD,12/01/2013,9.77
CD,06/01/2017,10
CD,12/01/2011,27.68
CD,12/01/2009,28.97
CD,12/01/2013,23.65
CD,12/01/2016,28.01
CD,06/01/2018,16.35
CD,06/01/2020,14.27
CD,12/01/2011,27.99
CD,12/01/2009,28.96
CD,12/01/2013,23.55
CD,06/01/2018,16.76
CD,06/01/2020,14.28
CD,06/01/2019,14.06
CD,12/01/2019,27.43
UHF42,06/01/2009,25.7
CD,12/01/2009,25.26
CD,12/01/2012,27.05
CD,12/01/2012,24.7
CD,01/01/2016,0.5
CD,01/01/2005,0.5
CD,01/01/2016,0.4
CD,12/01/2009,21.93
CD,12/01/2019,24.34
CD,12/01/2012,23.96
CD,12/01/2009,22.55
CD,06/01/2015,15.82
CD,06/01/2016,14.57
CD,06/01/2011,23.21
CD,06/01/2010,29.14
CD,12/01/2015,28.1
CD,12/01/2020,24.05
CD,12/01/2015,22.91
CD,06/01/2016,15.78
CD,12/01/2010,36
CD,06/01/2009,31.12
CD,12/01/2012,28.73
CD,01/01/2017,25.14
CD,12/01/2014,24.14
UHF42,01/01/2009,26.9
CD,01/01/2011,1.8
CD,01/01/2011,1.22
CD,01/01/2011,1.32
CD,01/01/2011,2.46
CD,01/01/2011,2.59
UHF42,01/01/2009,41.7
UHF42,01/01/2009,26.5
UHF42,01/01/2009,27.1
UHF42,01/01/2009,84.7
CD,01/01/2011,2
CD,01/01/2011,2
CD,01/01/2011,1.47
CD,01/01/2011,1.37
CD,01/01/2011,1.36
CD,01/01/2011,2.14
CD,01/01/2011,1.31
CD,01/01/2011,2
UHF42,01/01/2015,1
CD,12/01/2012,33.37
CD,12/01/2014,32.43
CD,01/01/2017,28.44
UHF42,01/01/2005,13.3
UHF42,01/01/2005,19.1
UHF42,01/01/2005,202.7
UHF42,01/01/2005,47.2
UHF42,01/01/2009,2.6
UHF42,01/01/2009,1.4
UHF42,01/01/2009,4.7
UHF42,01/01/2009,22.3
CD,01/01/2011,2.3
CD,01/01/2011,2.2
CD,01/01/2011,1.9
CD,01/01/2011,2.1
CD,01/01/2011,2
CD,01/01/2011,1.38
CD,01/01/2011,1.56
CD,01/01/2011,2.47
CD,01/01/2011,1.57
UHF42,01/01/2009,73.6
UHF42,01/01/2009,39.1
UHF42,01/01/2009,135.2
UHF42,01/01/2015,2.9
UHF42,01/01/2009,10.5
UHF42,01/01/2009,16.6
UHF42,01/01/2009,105.4
CD,01/01/2011,1.8
CD,01/01/2011,2.4
CD,01/01/2011,2.2
CD,01/01/2011,2.3
CD,01/01/2011,1.6
CD,01/01/2011,2.34
CD,01/01/2011,1.83
UHF42,01/01/2009,113.1
UHF42,01/01/2009,15.4
UHF42,01/01/2009,35.5
UHF42,01/01/2009,24
Borough,01/01/2009,43.2
UHF42,01/01/2009,27
UHF42,01/01/2009,13.7
UHF42,01/01/2009,59.7
CD,01/01/2011,1.81
CD,01/01/2011,2.62
CD,01/01/2011,1.27
CD,01/01/2011,1.65
CD,01/01/2011,1.22
CD,01/01/2011,1.42
CD,01/01/2011,1.04
UHF42,01/01/2009,42.5
UHF42,01/01/2015,3
UHF42,01/02/2012,16.1
UHF42,01/01/2015,12
UHF42,01/02/2012,9.8
UHF42,01/02/2012,5.8
UHF42,01/01/2015,7.7
CD,01/01/2016,58.2
CD,01/01/2016,17.8
CD,01/01/2005,28.8
CD,01/01/2005,21.5
CD,01/01/2016,25.8
CD,01/01/2005,59.8
UHF42,01/02/2012,38.88
UHF42,01/02/2012,69.36
UHF42,01/01/2015,63
UHF42,01/01/2009,138.5
UHF42,01/01/2005,9.5
UHF42,01/01/2005,68.3
UHF42,01/01/2005,12.9
UHF42,01/01/2009,49.1
CD,06/01/2009,26.36
CD,06/01/2009,27.83
CD,06/01/2009,21.56
CD,06/01/2009,25.36
UHF42,01/01/2005,110.4
UHF42,01/01/2015,81.6
UHF42,01/01/2015,65.8
UHF42,01/01/2009,130.2
CD,01/01/2005,0.8
CD,01/01/2016,0.4
CD,01/01/2016,0.8
CD,06/01/2010,24.34
CD,06/01/2016,17.74
CD,01/01/2005,0.8
CD,01/01/2005,59.3
UHF42,01/01/2016,41.8
UHF42,01/01/2016,12.5
UHF42,01/01/2016,0.7
UHF42,01/01/2005,0.8
CD,01/01/2011,2.5
CD,01/01/2011,1.9
CD,12/01/2015,25.86
CD,12/01/2020,22
CD,06/01/2011,23.68
CD,06/01/2010,25.39
CD,06/01/2016,17.99
CD,06/01/2009,28.01
CD,12/01/2010,32.89
UHF42,01/01/2015,20.7
UHF42,01/01/2005,41.6
UHF42,01/01/2005,22
UHF42,01/01/2009,3
UHF42,01/01/2009,9.5
CD,01/01/2011,1.9
CD,01/01/2011,1.24
CD,01/01/2011,2.01
CD,01/01/2011,2.13
CD,01/01/2011,1.45
UHF42,01/01/2009,16.1
CD,01/01/2011,1.43
UHF42,01/01/2015,2.5
UHF42,01/01/2009,24.6
UHF42,01/01/2009,43.5
CD,01/01/2011,2.3
CD,01/01/2011,1.44
CD,01/01/2011,3.41
CD,01/01/2011,1.26
CD,01/01/2011,1.78
CD,01/01/2011,1.35
UHF42,01/02/2012,5.2
UHF42,01/01/2015,2.3
CD,01/01/2016,24.9
UHF42,01/02/2012,53.09
UHF42,01/01/2015,45.4
UHF42,01/01/2009,89.1
UHF42,01/01/2005,28.1
UHF42,01/01/2005,114.5
UHF42,01/01/2009,63.6
CD,06/01/2009,26.66
CD,06/01/2009,26.84
UHF42,01/01/2005,16.5
UHF42,01/01/2005,77.1
UHF42,01/02/2012,139.92
CD,01/01/2016,0.8
CD,01/01/2005,1.4
CD,01/01/2005,4.1
CD,01/01/2016,5
UHF42,01/01/2011,2.8
UHF42,01/01/2014,0.89
UHF42,01/01/2014,0.96
UHF42,01/01/2014,0.81
UHF42,01/01/2011,1.3
UHF42,01/01/2014,0.8
CD,06/01/2012,18.39
UHF34,12/01/2009,22.61
UHF34,06/01/2015,14.32
UHF34,12/01/2010,30.69
UHF34,12/01/2012,21.89
UHF34,12/01/2010,31.99
UHF34,06/01/2009,21.66
UHF34,12/01/2012,20.3
UHF34,01/01/2017,18.65
UHF34,01/01/2021,16.04
UHF34,06/01/2013,18.1
UHF34,06/01/2012,18.85
UHF34,12/31/2015,20.53
UHF34,01/01/2018,19.9
UHF34,06/01/2012,33.58
UHF34,06/01/2013,30.68
UHF34,06/01/2012,17.24
UHF34,06/01/2013,16.92
UHF34,12/31/2015,18.65
UHF34,01/01/2018,17.94
UHF34,06/01/2021,11.26
UHF34,06/01/2011,18.51
UHF34,06/01/2010,18.49
UHF34,06/01/2017,29.44
UHF34,06/01/2018,30.33
UHF34,06/01/2020,30.94
UHF42,01/01/2009,24.2
UHF42,01/01/2009,6.2
CD,01/01/2011,2.88
CD,01/01/2011,1.73
CD,01/01/2011,1.5
CD,01/01/2011,1.38
UHF42,01/01/2009,9.3
UHF42,01/01/2009,127.4
UHF42,01/02/2012,2.6
UHF42,01/02/2012,3.6
UHF42,01/02/2012,3.6
UHF42,01/01/2015,1.4
UHF42,01/01/2005,12.2
UHF42,01/01/2016,12.6
UHF42,01/01/2005,50.6
UHF42,01/01/2016,57
UHF42,01/01/2016,24.1
CD,01/01/2005,86
CD,01/01/2016,70.4
CD,01/01/2005,17
UHF42,01/02/2012,14.2
UHF42,01/02/2012,39.01
UHF42,01/01/2015,41.8
UHF42,01/01/2015,28
UHF42,01/02/2012,36.51
UHF42,01/01/2015,36.1
UHF42,01/02/2012,42.58
UHF42,01/01/2015,54.2
UHF42,01/01/2009,125
UHF42,01/01/2009,43.6
CD,01/01/2011,1.47
CD,01/01/2011,1.7
CD,01/01/2011,1.36
CD,01/01/2011,2.1
UHF42,01/01/2009,58.1
UHF42,01/02/2012,8.6
UHF42,01/01/2015,5.7
UHF42,01/02/2012,3.4
UHF42,01/01/2005,13
CD,01/01/2005,45.6
CD,01/01/2016,46.5
CD,01/01/2005,13
CD,01/01/2016,13
CD,01/01/2005,18.2
CD,01/01/2016,17.8
CD,01/01/2005,28.4
CD,01/01/2016,22.9
UHF42,01/01/2015,2.3
UHF42,01/02/2012,26.29
UHF42,01/01/2015,27.1
CD,01/01/2016,0.5
CD,01/01/2016,2.3
CD,01/01/2016,2.6
CD,01/01/2016,1.8
CD,06/01/2017,29.41
CD,06/01/2018,30.34
CD,06/01/2020,29.33
CD,06/01/2017,14.97
CD,01/01/2016,31.4
CD,06/01/2017,29.63
CD,06/01/2020,29.34
CD,06/01/2018,30.1
CD,06/01/2013,32.57
CD,06/01/2012,35.97
CD,06/01/2021,30.72
CD,06/01/2012,35.02
CD,06/01/2013,21.63
CD,01/01/2018,21.72
CD,12/31/2015,22.27
CD,06/01/2017,28.93
CD,06/01/2018,31.14
CD,06/01/2020,30.49
CD,06/01/2018,14.61
CD,12/01/2016,26.51
CD,06/01/2013,18.43
CD,06/01/2012,18.37
CD,06/01/2012,26.96
CD,06/01/2013,25.3
CD,01/01/2018,23.51
CD,06/01/2021,16.78
CD,12/31/2015,19.36
CD,01/01/2018,19.34
CD,06/01/2021,30.41
CD,06/01/2012,32.99
CD,06/01/2013,30.29
CD,06/01/2021,30.31
UHF42,06/01/2009,27.11
UHF42,06/01/2017,29.12
UHF42,06/01/2018,29.66
UHF42,06/01/2020,30.96
CD,01/01/2005,31.9
CD,01/01/2005,47.5
CD,01/01/2016,34.6
CD,01/01/2016,20
CD,06/01/2009,25.94
CD,06/01/2018,29.66
CD,06/01/2020,29.67
CD,06/01/2013,29.66
CD,06/01/2012,32.89
CD,06/01/2021,29.68
CD,12/01/2013,22.74
CD,06/01/2017,18.17
CD,12/01/2016,28.39
CD,06/01/2020,15.18
CD,12/01/2011,38.04
CD,12/01/2009,43.08
CD,12/01/2013,37.06
CD,06/01/2017,30.82
CD,12/01/2016,36.31
CD,06/01/2018,28.82
CD,06/01/2020,21.93
CD,06/01/2013,20.23
CD,06/01/2012,20.62
CD,12/31/2015,21.18
CD,01/01/2018,20.54
CD,06/01/2021,14.28
UHF42,06/01/2017,23.43
UHF42,06/01/2018,24.81
UHF42,06/01/2020,27.83
UHF42,06/01/2009,27.97
CD,06/01/2009,25.39
CD,06/01/2009,22.21
UHF42,01/01/2015,2.8
UHF42,01/01/2015,1.6
CD,01/01/2016,16.6
CD,01/01/2005,12.1
CD,01/01/2016,10.7
CD,01/01/2016,27.9
CD,01/01/2005,0.6
UHF42,01/02/2012,3.9
UHF42,01/01/2015,40.5
UHF42,01/01/2009,38.2
UHF42,01/01/2009,35.1
UHF42,01/01/2009,20.7
UHF42,01/01/2005,124.9
UHF42,01/01/2005,14.7
UHF42,01/01/2005,16.9
UHF42,01/01/2005,4.3
UHF42,01/01/2005,7.5
Borough,01/02/2012,44.02
Borough,01/01/2015,38
UHF42,01/02/2012,47.64
UHF42,01/01/2009,58.8
CD,06/01/2009,26.36
CD,06/01/2009,22.71
CD,06/01/2009,30.45
CD,06/01/2018,30
CD,06/01/2017,28.74
CD,06/01/2020,28.29
UHF42,01/01/2009,183.9
UHF42,01/01/2005,354.2
UHF42,01/01/2005,11.1
UHF42,01/01/2005,40.4
UHF42,01/01/2005,17.5
UHF42,01/01/2015,41.4
UHF42,01/01/2009,58.3
CD,06/01/2009,25.16
CD,06/01/2009,23.35
CD,06/01/2009,23.65
CD,12/01/2011,34.38
CD,12/01/2009,37.91
CD,12/01/2013,32.2
CD,06/01/2017,26.18
CD,12/01/2016,32.89
CD,06/01/2017,28.12
CD,06/01/2018,30.3
CD,06/01/2020,30.44
UHF42,01/01/2005,37.9
UHF42,01/02/2012,45.54
UHF42,01/01/2015,34.4
UHF42,01/02/2012,214.14
UHF42,01/02/2012,164.79
UHF42,01/02/2012,191.4
UHF42,01/01/2009,191.4
UHF42,01/01/2009,40.2
CD,01/01/2005,1.1
UHF42,01/01/2009,26.9
UHF42,01/01/2009,129.2
UHF42,01/01/2009,43.6
UHF42,01/01/2009,89
Borough,01/01/2009,146.7
Borough,01/01/2009,20.9
UHF42,01/01/2016,21
CD,01/01/2005,57.7
CD,01/01/2016,49.5
CD,01/01/2005,24.9
CD,01/01/2016,33.7
CD,01/01/2016,21.7
CD,01/01/2005,29.4
CD,01/01/2005,34.7
Borough,01/01/2005,23.8
UHF42,01/01/2016,23.8
CD,01/01/2005,3.8
UHF34,12/01/2011,24.49
UHF34,12/01/2009,27.56
UHF34,12/01/2011,25.94
UHF34,12/01/2013,21.87
UHF34,06/01/2018,14.92
UHF34,06/01/2020,12.85
UHF34,12/01/2016,26.77
UHF34,06/01/2017,15.77
UHF34,12/01/2010,24.96
UHF34,12/01/2008,25.81
UHF34,01/01/2015,21.11
UHF34,01/01/2020,17.79
UHF34,12/01/2008,24.06
UHF34,06/01/2014,14.62
CD,06/01/2020,31.83
UHF42,01/01/2005,3.9
UHF42,01/01/2005,12.4
UHF42,01/01/2005,35.1
UHF42,01/01/2005,171.2
UHF42,01/02/2012,18.65
UHF42,01/02/2012,18.09
UHF42,01/01/2015,16.8
UHF42,01/01/2009,14.2
CD,01/01/2016,0.5
CD,01/01/2016,2.3
CD,01/01/2005,1.4
CD,01/01/2016,0.6
CD,01/01/2005,0.7
CD,01/01/2005,3.8
CD,01/01/2005,19.5
CD,01/01/2005,11.7
CD,01/01/2016,11.1
CD,01/01/2005,47.6
CD,01/01/2016,38.2
CD,06/01/2009,25.74
CD,06/01/2021,29.43
CD,06/01/2021,30.39
CD,06/01/2017,23.03
CD,12/01/2013,28.08
CD,12/01/2009,26.32
CD,12/01/2013,21.02
CD,06/01/2017,15.72
UHF34,01/01/2015,19.25
UHF34,12/01/2018,22.03
UHF42,12/01/2010,30.73
UHF42,12/01/2014,25.21
UHF42,01/01/2017,20.39
UHF34,06/01/2016,33.12
UHF34,06/01/2010,33.17
UHF34,06/01/2011,33
UHF34,06/01/2010,20.31
UHF34,06/01/2011,20.29
UHF34,06/01/2016,15.6
UHF34,12/01/2020,22.92
UHF34,06/01/2016,13.62
UHF34,12/01/2015,23.39
UHF34,12/01/2020,21.48
UHF42,12/01/2009,28.06
UHF42,12/01/2011,24.1
UHF42,12/01/2013,20.47
UHF42,01/01/2009,41
UHF42,01/01/2009,43.2
UHF42,01/01/2009,58.8
UHF42,01/01/2009,49.7
UHF42,01/01/2009,42.7
UHF42,01/01/2009,37.1
UHF42,01/01/2009,47.9
Borough,01/01/2009,50.1
UHF42,01/01/2015,25.5
UHF42,01/02/2012,31.69
UHF42,01/01/2015,45.4
UHF42,01/01/2005,7.2
UHF42,01/01/2005,7.9
UHF42,01/01/2005,4.2
CD,01/01/2016,1.1
CD,01/01/2016,24.8
CD,01/01/2016,34.3
CD,06/01/2017,29.24
CD,06/01/2018,30.39
CD,06/01/2021,28.93
CD,06/01/2021,29.52
CD,12/01/2011,32.42
CD,12/01/2009,34.44
CD,12/01/2013,29.23
CD,06/01/2018,16.27
CD,06/01/2018,23.83
CD,06/01/2020,17.91
CD,12/01/2011,21.84
CD,12/01/2009,21.42
CD,12/01/2013,17.14
CD,06/01/2017,13.03
CD,12/01/2016,24.31
CD,06/01/2013,30.77
CD,06/01/2012,33.13
CD,06/01/2013,27.36
CD,06/01/2012,28.92
CD,12/31/2015,26.68
UHF42,06/01/2018,29.36
UHF42,06/01/2020,30.19
UHF42,06/01/2009,25.7
UHF42,06/01/2020,30.2
UHF42,12/01/2009,27.5
UHF42,12/01/2013,20.23
UHF42,06/01/2017,14.14
UHF42,06/01/2018,14.4
UHF42,12/01/2013,19.44
CD,12/01/2016,27
CD,06/01/2018,15.44
CD,06/01/2020,14.77
CD,12/01/2009,35.11
CD,12/01/2011,32.12
CD,12/01/2013,28.91
CD,12/01/2016,30.37
UHF42,06/01/2017,24.66
UHF42,06/01/2018,25.92
UHF42,06/01/2020,27.71
UHF42,06/01/2009,22.73
UHF42,06/01/2018,12.59
CD,01/01/2017,25.94
CD,12/01/2012,21.27
CD,12/01/2010,30.57
CD,06/01/2009,22.71
CD,12/01/2014,25.17
CD,01/01/2017,20.3
CD,06/01/2021,28.58
